"Dataset Name","Dataset Code","Country Name","Country Code","Indicator Name","Indicator Code","Metadata Attribute","Metadata Value","Frequency"
"Financial Access Survey (FAS)","FAS","Bosnia and Herzegovina","963","","","Country SDMX Code","BA",""
"Financial Access Survey (FAS)","FAS","Bosnia and Herzegovina","963","","","Country SDMX Name","Bosnia and Herzegovina",""
"Financial Access Survey (FAS)","FAS","Bosnia and Herzegovina","963","","","Country Short Name","Bosnia and Herzegovina",""
"Financial Access Survey (FAS)","FAS","Bosnia and Herzegovina","963","","","Country Source Code","963",""
"Financial Access Survey (FAS)","FAS","Botswana","616","","","Country Code","616",""
"Financial Access Survey (FAS)","FAS","Botswana","616","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","Botswana","616","","","Country Full Name","Botswana",""
"Financial Access Survey (FAS)","FAS","Botswana","616","","","Country ISO 2 Code","BW",""
"Financial Access Survey (FAS)","FAS","Botswana","616","","","Country ISO 3 Code","BWA",""
"Financial Access Survey (FAS)","FAS","Botswana","616","","","Country Name","Botswana",""
"Financial Access Survey (FAS)","FAS","Botswana","616","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","Botswana","616","","","Country SDMX Code","BW",""
"Financial Access Survey (FAS)","FAS","Botswana","616","","","Country SDMX Name","Botswana",""
"Financial Access Survey (FAS)","FAS","Botswana","616","","","Country Short Name","Botswana",""
"Financial Access Survey (FAS)","FAS","Botswana","616","","","Country Source Code","616",""
"Financial Access Survey (FAS)","FAS","Brazil","223","","","Country Code","223",""
"Financial Access Survey (FAS)","FAS","Brazil","223","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","Brazil","223","","","Country Full Name","Brazil",""
"Financial Access Survey (FAS)","FAS","Brazil","223","","","Country ISO 2 Code","BR",""
"Financial Access Survey (FAS)","FAS","Brazil","223","","","Country ISO 3 Code","BRA",""
"Financial Access Survey (FAS)","FAS","Brazil","223","","","Country Name","Brazil",""
"Financial Access Survey (FAS)","FAS","Brazil","223","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","Brazil","223","","","Country SDMX Code","BR",""
"Financial Access Survey (FAS)","FAS","Brazil","223","","","Country SDMX Name","Brazil",""
"Financial Access Survey (FAS)","FAS","Brazil","223","","","Country Short Name","Brazil",""
"Financial Access Survey (FAS)","FAS","Brazil","223","","","Country Source Code","223",""
"Financial Access Survey (FAS)","FAS","Brunei Darussalam","516","","","Country Code","516",""
"Financial Access Survey (FAS)","FAS","Brunei Darussalam","516","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","Brunei Darussalam","516","","","Country Full Name","Brunei Darussalam",""
"Financial Access Survey (FAS)","FAS","Brunei Darussalam","516","","","Country ISO 2 Code","BN",""
"Financial Access Survey (FAS)","FAS","Brunei Darussalam","516","","","Country ISO 3 Code","BRN",""
"Financial Access Survey (FAS)","FAS","Brunei Darussalam","516","","","Country Name","Brunei Darussalam",""
"Financial Access Survey (FAS)","FAS","Brunei Darussalam","516","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","Brunei Darussalam","516","","","Country SDMX Code","BN",""
"Financial Access Survey (FAS)","FAS","Brunei Darussalam","516","","","Country SDMX Name","Brunei Darussalam",""
"Financial Access Survey (FAS)","FAS","Brunei Darussalam","516","","","Country Short Name","Brunei Darussalam",""
"Financial Access Survey (FAS)","FAS","Brunei Darussalam","516","","","Country Source Code","516",""
"Financial Access Survey (FAS)","FAS","Bulgaria","918","","","Country Code","918",""
"Financial Access Survey (FAS)","FAS","Bulgaria","918","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","Bulgaria","918","","","Country Full Name","Bulgaria",""
"Financial Access Survey (FAS)","FAS","Bulgaria","918","","","Country ISO 2 Code","BG",""
"Financial Access Survey (FAS)","FAS","Bulgaria","918","","","Country ISO 3 Code","BGR",""
"Financial Access Survey (FAS)","FAS","Bulgaria","918","","","Country Name","Bulgaria",""
"Financial Access Survey (FAS)","FAS","Bulgaria","918","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","Bulgaria","918","","","Country SDMX Code","BG",""
"Financial Access Survey (FAS)","FAS","Bulgaria","918","","","Country SDMX Name","Bulgaria",""
"Financial Access Survey (FAS)","FAS","Bulgaria","918","","","Country Short Name","Bulgaria",""
"Financial Access Survey (FAS)","FAS","Bulgaria","918","","","Country Source Code","918",""
"Financial Access Survey (FAS)","FAS","Burkina Faso","748","","","Country Code","748",""
"Financial Access Survey (FAS)","FAS","Burkina Faso","748","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","Burkina Faso","748","","","Country Full Name","Burkina Faso",""
"Financial Access Survey (FAS)","FAS","Burkina Faso","748","","","Country ISO 2 Code","BF",""
"Financial Access Survey (FAS)","FAS","Burkina Faso","748","","","Country ISO 3 Code","BFA",""
"Financial Access Survey (FAS)","FAS","Burkina Faso","748","","","Country Name","Burkina Faso",""
"Financial Access Survey (FAS)","FAS","Burkina Faso","748","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","Burkina Faso","748","","","Country SDMX Code","BF",""
"Financial Access Survey (FAS)","FAS","Burkina Faso","748","","","Country SDMX Name","Burkina Faso",""
"Financial Access Survey (FAS)","FAS","Burkina Faso","748","","","Country Short Name","Burkina Faso",""
"Financial Access Survey (FAS)","FAS","Burkina Faso","748","","","Country Source Code","748",""
"Financial Access Survey (FAS)","FAS","Burundi","618","","","Country Code","618",""
"Financial Access Survey (FAS)","FAS","Burundi","618","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","Burundi","618","","","Country Full Name","Burundi",""
"Financial Access Survey (FAS)","FAS","Burundi","618","","","Country ISO 2 Code","BI",""
"Financial Access Survey (FAS)","FAS","Burundi","618","","","Country ISO 3 Code","BDI",""
"Financial Access Survey (FAS)","FAS","Burundi","618","","","Country Name","Burundi",""
"Financial Access Survey (FAS)","FAS","Burundi","618","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","Burundi","618","","","Country SDMX Code","BI",""
"Financial Access Survey (FAS)","FAS","Burundi","618","","","Country SDMX Name","Burundi",""
"Financial Access Survey (FAS)","FAS","Burundi","618","","","Country Short Name","Burundi",""
"Financial Access Survey (FAS)","FAS","Burundi","618","","","Country Source Code","618",""
"Financial Access Survey (FAS)","FAS","Cabo Verde","624","","","Country Code","624",""
"Financial Access Survey (FAS)","FAS","Cabo Verde","624","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","Cabo Verde","624","","","Country Full Name","Cabo Verde",""
"Financial Access Survey (FAS)","FAS","Cabo Verde","624","","","Country ISO 2 Code","CV",""
"Financial Access Survey (FAS)","FAS","Cabo Verde","624","","","Country ISO 3 Code","CPV",""
"Financial Access Survey (FAS)","FAS","Cabo Verde","624","","","Country Name","Cabo Verde",""
"Financial Access Survey (FAS)","FAS","Cabo Verde","624","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","Cabo Verde","624","","","Country SDMX Code","CV",""
"Financial Access Survey (FAS)","FAS","Cabo Verde","624","","","Country SDMX Name","Cabo Verde",""
"Financial Access Survey (FAS)","FAS","Cabo Verde","624","","","Country Short Name","Cabo Verde",""
"Financial Access Survey (FAS)","FAS","Cabo Verde","624","","","Country Source Code","624",""
"Financial Access Survey (FAS)","FAS","Cambodia","522","","","Country Code","522",""
"Financial Access Survey (FAS)","FAS","Cambodia","522","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","Cambodia","522","","","Country Full Name","Cambodia",""
"Financial Access Survey (FAS)","FAS","Cambodia","522","","","Country ISO 2 Code","KH",""
"Financial Access Survey (FAS)","FAS","Cambodia","522","","","Country ISO 3 Code","KHM",""
"Financial Access Survey (FAS)","FAS","Cambodia","522","","","Country Name","Cambodia",""
"Financial Access Survey (FAS)","FAS","Cambodia","522","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","Cambodia","522","","","Country SDMX Code","KH",""
"Financial Access Survey (FAS)","FAS","Cambodia","522","","","Country SDMX Name","Cambodia",""
"Financial Access Survey (FAS)","FAS","Cambodia","522","","","Country Short Name","Cambodia",""
"Financial Access Survey (FAS)","FAS","Cambodia","522","","","Country Source Code","522",""
"Financial Access Survey (FAS)","FAS","Cameroon","622","","","Country Code","622",""
"Financial Access Survey (FAS)","FAS","Cameroon","622","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","Cameroon","622","","","Country Full Name","Cameroon",""
"Financial Access Survey (FAS)","FAS","Cameroon","622","","","Country ISO 2 Code","CM",""
"Financial Access Survey (FAS)","FAS","Cameroon","622","","","Country ISO 3 Code","CMR",""
"Financial Access Survey (FAS)","FAS","Cameroon","622","","","Country Name","Cameroon",""
"Financial Access Survey (FAS)","FAS","Cameroon","622","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","Cameroon","622","","","Country SDMX Code","CM",""
"Financial Access Survey (FAS)","FAS","Cameroon","622","","","Country SDMX Name","Cameroon",""
"Financial Access Survey (FAS)","FAS","Cameroon","622","","","Country Short Name","Cameroon",""
"Financial Access Survey (FAS)","FAS","Cameroon","622","","","Country Source Code","622",""
"Financial Access Survey (FAS)","FAS","Canada","156","","","Country Code","156",""
"Financial Access Survey (FAS)","FAS","Canada","156","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","Canada","156","","","Country Full Name","Canada",""
"Financial Access Survey (FAS)","FAS","Canada","156","","","Country ISO 2 Code","CA",""
"Financial Access Survey (FAS)","FAS","Canada","156","","","Country ISO 3 Code","CAN",""
"Financial Access Survey (FAS)","FAS","Canada","156","","","Country Name","Canada",""
"Financial Access Survey (FAS)","FAS","Canada","156","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","Canada","156","","","Country SDMX Code","CA",""
"Financial Access Survey (FAS)","FAS","Canada","156","","","Country SDMX Name","Canada",""
"Financial Access Survey (FAS)","FAS","Canada","156","","","Country Short Name","Canada",""
"Financial Access Survey (FAS)","FAS","Canada","156","","","Country Source Code","156",""
"Financial Access Survey (FAS)","FAS","Central African Rep.","626","","","Country Code","626",""
"Financial Access Survey (FAS)","FAS","Central African Rep.","626","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","Central African Rep.","626","","","Country Full Name","Central African Republic",""
"Financial Access Survey (FAS)","FAS","Central African Rep.","626","","","Country ISO 2 Code","CF",""
"Financial Access Survey (FAS)","FAS","Central African Rep.","626","","","Country ISO 3 Code","CAF",""
"Financial Access Survey (FAS)","FAS","Central African Rep.","626","","","Country Name","Central African Rep.",""
"Financial Access Survey (FAS)","FAS","Central African Rep.","626","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","Central African Rep.","626","","","Country SDMX Code","CF",""
"Financial Access Survey (FAS)","FAS","Central African Rep.","626","","","Country SDMX Name","Central African Republic",""
"Financial Access Survey (FAS)","FAS","Central African Rep.","626","","","Country Short Name","Central African Republic",""
"Financial Access Survey (FAS)","FAS","Central African Rep.","626","","","Country Source Code","626",""
"Financial Access Survey (FAS)","FAS","Chad","628","","","Country Code","628",""
"Financial Access Survey (FAS)","FAS","Chad","628","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","Chad","628","","","Country Full Name","Chad",""
"Financial Access Survey (FAS)","FAS","Chad","628","","","Country ISO 2 Code","TD",""
"Financial Access Survey (FAS)","FAS","Chad","628","","","Country ISO 3 Code","TCD",""
"Financial Access Survey (FAS)","FAS","Chad","628","","","Country Name","Chad",""
"Financial Access Survey (FAS)","FAS","Chad","628","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","Chad","628","","","Country SDMX Code","TD",""
"Financial Access Survey (FAS)","FAS","Chad","628","","","Country SDMX Name","Chad",""
"Financial Access Survey (FAS)","FAS","Chad","628","","","Country Short Name","Chad",""
"Financial Access Survey (FAS)","FAS","Chad","628","","","Country Source Code","628",""
"Financial Access Survey (FAS)","FAS","Chile","228","","","Country Code","228",""
"Financial Access Survey (FAS)","FAS","Chile","228","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","Chile","228","","","Country Full Name","Chile",""
"Financial Access Survey (FAS)","FAS","Chile","228","","","Country ISO 2 Code","CL",""
"Financial Access Survey (FAS)","FAS","Chile","228","","","Country ISO 3 Code","CHL",""
"Financial Access Survey (FAS)","FAS","Chile","228","","","Country Name","Chile",""
"Financial Access Survey (FAS)","FAS","Chile","228","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","Chile","228","","","Country SDMX Code","CL",""
"Financial Access Survey (FAS)","FAS","Chile","228","","","Country SDMX Name","Chile",""
"Financial Access Survey (FAS)","FAS","Chile","228","","","Country Short Name","Chile",""
"Financial Access Survey (FAS)","FAS","Chile","228","","","Country Source Code","228",""
"Financial Access Survey (FAS)","FAS","China, P.R.: Hong Kong","532","","","Country Code","532",""
"Financial Access Survey (FAS)","FAS","China, P.R.: Hong Kong","532","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","China, P.R.: Hong Kong","532","","","Country Full Name","China, P.R.: Hong Kong",""
"Financial Access Survey (FAS)","FAS","China, P.R.: Hong Kong","532","","","Country ISO 2 Code","HK",""
"Financial Access Survey (FAS)","FAS","China, P.R.: Hong Kong","532","","","Country ISO 3 Code","HKG",""
"Financial Access Survey (FAS)","FAS","China, P.R.: Hong Kong","532","","","Country Name","China, P.R.: Hong Kong",""
"Financial Access Survey (FAS)","FAS","China, P.R.: Hong Kong","532","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","China, P.R.: Hong Kong","532","","","Country SDMX Code","HK",""
